university,year,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count
Lobachevsky University,2017,701,,https://www.topuniversities.com/universities/lobachevsky-university,Russia,Nizhny Novgorod,Europe,https://www.topuniversities.com/sites/default/files/lobachevsky-university_1497_small.jpg,Public,Very High,9,1.75,L,1.88
University of Lodz,2017,701,,https://www.topuniversities.com/universities/university-lodz,Poland,Lodz,Europe,https://www.topuniversities.com/sites/default/files/university-of-lodz_592560cf2aeae70239af4be4_small.jpg,Public,Very High,10,1.76,L,2.10
Loyola University Chicago,2017,701,,https://www.topuniversities.com/universities/loyola-university-chicago,United States of America,Chicago,North America,https://www.topuniversities.com/sites/default/files/loyola-university-chicago_370_small.jpg,Private,High,12,726.00,L,1.30
Makerere University,2017,701,,https://www.topuniversities.com/universities/makerere-university,Uganda,Kampala,Africa,https://www.topuniversities.com/sites/default/files/makerere-university_15042_small.jpg,Public,High,24,2694.00,XL,1468.00
Manchester Metropolitan University (MMU),2017,701,,https://www.topuniversities.com/universities/manchester-metropolitan-university-mmu,United Kingdom,Manchester ,Europe,https://www.topuniversities.com/sites/default/files/manchester-metropolitan-university_1628_small.jpg,Public,Very High,15,5.51,L,1.95
Marquette University,2017,701,,https://www.topuniversities.com/universities/marquette-university,United States of America,Milwaukee,North America,https://www.topuniversities.com/sites/default/files/marquette-university_592560cf2aeae70239af4dac_small.jpg,Private,Very High,12,367.00,M,913.00
Miami University,2017,701,,https://www.topuniversities.com/universities/miami-university,United States of America,Oxford,North America,https://www.topuniversities.com/sites/default/files/miami-university_592560cf2aeae70239af4db1_small.jpg,Public,High,17,2260.00,L,1062.00
National Chengchi University,2017,701,,https://www.topuniversities.com/universities/national-chengchi-university,Taiwan,Taipei City,Asia,https://www.topuniversities.com/sites/default/files/national-chengchi-university_436_small.jpg,Public,High,11,1.87,M,917.00
"National Technical University  ""Kharkiv Polytechnic Institute""",2017,701,,https://www.topuniversities.com/universities/national-technical-university-kharkiv-polytechnic-institute,Ukraine,Kharkiv,Europe,https://www.topuniversities.com/sites/default/files/national-technical-university-kharkiv-polytechnic-institute_592560cf2aeae70239af56a1_small.jpg,Public,Very high,8,1257.00,M,1429.00
New Jersey Institute of Technology (NJIT),2017,701,,https://www.topuniversities.com/universities/new-jersey-institute-technology-njit,United States of America,Newark,North America,https://www.topuniversities.com/sites/default/files/new-jersey-institute-of-technology-njit_592560cf2aeae70239af5376_small.jpg,Public,Very High,14,2.87,M,629.00
Nicolaus Copernicus University ,2017,701,,https://www.topuniversities.com/universities/nicolaus-copernicus-university,Poland,ToruÅ„,Europe,https://www.topuniversities.com/sites/default/files/nicolaus-copernicus-university-_592560cf2aeae70239af503a_small.jpg,Public,High,10,689.00,L,2.11
Niigata University,2017,701,,https://www.topuniversities.com/universities/niigata-university,Japan,Niigata City,Asia,https://www.topuniversities.com/sites/default/files/niigata-university_592560cf2aeae70239af4c46_small.jpg,Public,High,6,457.00,L,1.96
Northumbria University at Newcastle,2017,701,,https://www.topuniversities.com/universities/northumbria-university-newcastle,United Kingdom,Newcastle upon Tyne,Europe,https://www.topuniversities.com/sites/default/files/northumbria-university-at-newcastle_592560cf2aeae70239af4c4b_small.jpg,Public,Very High,15,5.42,L,1.55
North-West University,2017,701,,https://www.topuniversities.com/universities/north-west-university,South Africa,Potchefstroom,Africa,https://www.topuniversities.com/sites/default/files/north-west-university_592560cf2aeae70239af4f48_small.jpg,Public,Very High,20,1016.00,XL,1659.00
Nottingham Trent University,2017,701,,https://www.topuniversities.com/universities/nottingham-trent-university,United Kingdom,Nottingham,Europe,https://www.topuniversities.com/sites/default/files/nottingham-trent-university_592560cf2aeae70239af50e6_small.jpg,Public,High,17,7.07,XL,
Novosibirsk State Technical University,2017,701,,https://www.topuniversities.com/universities/novosibirsk-state-technical-university,Russia,Novosibirsk,Europe,https://www.topuniversities.com/sites/default/files/novosibirsk-state-technical-university_592560cf2aeae70239af5966_small.jpg,Public,Very High,10,2.29,M,1.14
Ochanomizu University,2017,701,,https://www.topuniversities.com/universities/ochanomizu-university,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/ochanomizu-university_592560cf2aeae70239af4c52_small.jpg,Public,High,9,162.00,S,312.00
Ohio University,2017,701,,https://www.topuniversities.com/universities/ohio-university,United States of America,Athens,North America,https://www.topuniversities.com/sites/default/files/ohio-university_1822_small.jpg,Public,High,20,977.00,L,1169.00
Oklahoma State University ,2017,701,,https://www.topuniversities.com/universities/oklahoma-state-university,United States of America,Stillwater,North America,https://www.topuniversities.com/sites/default/files/oklahoma-state-university-_592560cf2aeae70239af5345_small.jpg,Public,High,14,1.62,L,1.48
Panjab University,2017,701,,https://www.topuniversities.com/universities/panjab-university,India,Chandigarh,Asia,https://www.topuniversities.com/sites/default/files/panjab-university_592560cf2aeae70239af4e1c_small.jpg,Public,Very High,17,43.00,L,1048.00
Paris Lodron University of Salzburg,2017,701,,https://www.topuniversities.com/universities/paris-lodron-university-salzburg,Austria,Salzburg ,Europe,https://www.topuniversities.com/sites/default/files/paris-lodron-university-of-salzburg_592560cf2aeae70239af51de_small.jpg,Public,High,22,5.07,L,588.00
Plekhanov Russian University of Economics,2017,701,,https://www.topuniversities.com/universities/plekhanov-russian-university-economics,Russia,Moscow,Europe,https://www.topuniversities.com/sites/default/files/plekhanov-russian-university-of-economics_2154_small.jpg,Public,Very High,9,1.74,L,1.59
Pontificia Universidad CatÃ³lica del Ecuador (PUCE),2017,701,,https://www.topuniversities.com/universities/pontificia-universidad-catolica-del-ecuador-puce,Ecuador,Quito,Latin America,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-del-ecuador-puce_592560cf2aeae70239af5489_small.jpg,Private,Medium,16,204.00,L,1465.00
PontifÃ­cia Universidade CatÃ³lica do Rio Grande do Sul (PUCRS),2017,701,,https://www.topuniversities.com/universities/pontificia-universidade-catolica-do-rio-grande-do-sul-pucrs,Brazil,Porto Alegre,Latin America,https://www.topuniversities.com/sites/default/files/pontifcia-universidade-catlica-do-rio-grande-do-sul-pucrs_592560cf2aeae70239af548e_small.jpg,Private,High,23,147.00,L,725.00
Prince of Songkla University,2017,701,,https://www.topuniversities.com/universities/prince-songkla-university,Thailand,Hat Yai,Asia,https://www.topuniversities.com/sites/default/files/prince-of-songkla-university_507_small.jpg,Public,High,13,685.00,XL,2.55
Baku Engineering University,2017,701,,https://www.topuniversities.com/universities/baku-engineering-university,Azerbaijan,Baku,Asia,https://www.topuniversities.com/sites/default/files/baku-engineering-university_592560cf2aeae70239af55b6_small.jpg,Private,Medium,21,78.00,S,225.00
Quaid-i-Azam University,2017,701,,https://www.topuniversities.com/universities/quaid-i-azam-university,Pakistan,Islamabad,Asia,https://www.topuniversities.com/sites/default/files/quaid-i-azam-university_592560cf2aeae70239af4d41_small.jpg,Public,Very High,33,115.00,L,452.00
Ritsumeikan University,2017,701,,https://www.topuniversities.com/universities/ritsumeikan-university,Japan,Kyoto,Asia,https://www.topuniversities.com/sites/default/files/ritsumeikan-university_592560cf2aeae70239af4c92_small.jpg,Private,High,17,2.70,XL,2.10
Ryerson University,2017,701,,https://www.topuniversities.com/universities/ryerson-university,Canada,Toronto,North America,https://www.topuniversities.com/sites/default/files/ryerson-university_592560cf2aeae70239af5166_small.jpg,Public,Very High,38,1.37,XL,877.00
Saitama University,2017,701,,https://www.topuniversities.com/universities/saitama-university,Japan,Saitama City,Asia,https://www.topuniversities.com/sites/default/files/saitama-university_592560cf2aeae70239af4ca2_small.jpg,Public,Very High,14,510.00,M,620.00
San Diego State University,2017,701,,https://www.topuniversities.com/universities/san-diego-state-university,United States of America,San Diego ,North America,https://www.topuniversities.com/sites/default/files/san-diego-state-university_1830_small.jpg,Public,Very High,25,2092.00,XL,1262.00
Seoul National University of Science and Technology,2017,701,,https://www.topuniversities.com/universities/seoul-national-university-science-technology,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/seoul-national-university-of-science-and-technology_592560e09988f300e2320bcd_small.jpg,Public,Very High,17,722.00,M,652.00
Institut Teknologi Sepuluh Nopember (ITS Surabaya),2017,701,,https://www.topuniversities.com/universities/institut-teknologi-sepuluh-nopember-its-surabaya,Indonesia,Surabaya,Asia,https://www.topuniversities.com/sites/default/files/institut-teknologi-sepuluh-nopember_592560cf2aeae70239af4e31_small.jpg,Public,Very High,13,719.00,L,1.33
Shahid Beheshti University (SBU),2017,701,,https://www.topuniversities.com/universities/shahid-beheshti-university-sbu,"Iran, Islamic Republic of",Tehran,Asia,https://www.topuniversities.com/sites/default/files/shahid-beheshti-university-sbu_592560cf2aeae70239af4e58_small.jpg,Public,Very High,22,268.00,L,861.00
Shinshu University ,2017,701,,https://www.topuniversities.com/universities/shinshu-university,Japan,Matsumoto City,Asia,https://www.topuniversities.com/sites/default/files/shinshu-university-_592560cf2aeae70239af4e84_small.jpg,Public,Very High,10,387.00,M,1.06
Smith College,2017,701,,https://www.topuniversities.com/universities/smith-college,United States of America,Northampton,North America,https://www.topuniversities.com/sites/default/files/smith-college_592560cf2aeae70239af4cb7_small.jpg,Private,Very High,8,368.00,S,378.00
Southern Methodist University,2017,701,,https://www.topuniversities.com/universities/southern-methodist-university,United States of America,Dallas,North America,https://www.topuniversities.com/sites/default/files/southern-methodist-university_592560cf2aeae70239af4daa_small.jpg,Private,Very High,10,1.21,M,969.00
Sumy State University,2017,701,,https://www.topuniversities.com/universities/sumy-state-university,Ukraine,Sumy,Europe,https://www.topuniversities.com/sites/default/files/sumy-state-university_592560cf2aeae70239af57c7_small.jpg,Public,High,9,1.68,M,893.00
Robert Gordon University,2017,701,,https://www.topuniversities.com/universities/robert-gordon-university,United Kingdom,Aberdeen,Europe,https://www.topuniversities.com/sites/default/files/robert-gordon-university_529_small.jpg,Public,High,19,2.39,M,518.00
Tokai University,2017,701,,https://www.topuniversities.com/universities/tokai-university,Japan,Hiratsuka City,Asia,https://www.topuniversities.com/sites/default/files/tokai-university_592560cf2aeae70239af4ce7_small.jpg,Private,High,14,991.00,L,2079.00
Tokyo University of Science,2017,701,,https://www.topuniversities.com/universities/tokyo-university-science,Japan,Kagurazaka,Asia,https://www.topuniversities.com/sites/default/files/tokyo-university-of-science_14169_small.jpg,Private,Very High,16,555.00,L,1.14
Universidad Austral de Chile,2017,701,,https://www.topuniversities.com/universities/universidad-austral-de-chile,Chile,Valdivia,Latin America,https://www.topuniversities.com/sites/default/files/universidad-austral-de-chile_1704_small.jpg,Private,High,24,312.00,L,733.00
Universidad AutÃ³noma de Nuevo LeÃ³n,2017,701,,https://www.topuniversities.com/universities/universidad-autonoma-de-nuevo-leon,Mexico,San NicolÃ¡s de los Garza,Latin America,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-nuevo-len_592560cf2aeae70239af5136_small.jpg,Public,High,27,478.00,XL,4552.00
Universidad AutÃ³noma del Estado de MÃ©xico (UAEMex),2017,701,,https://www.topuniversities.com/universities/universidad-autonoma-del-estado-de-mexico-uaemex,Mexico,Toluca de Lerdo,Latin America,https://www.topuniversities.com/sites/default/files/universidad-autnoma-del-estado-de-mxico-uaemex_2249_small.jpg,Public,Medium,18,217.00,XL,3.84
Universidad AutÃ³noma Metropolitana (UAM),2017,701,,https://www.topuniversities.com/universities/universidad-autonoma-metropolitana-uam,Mexico,Mexico City,Latin America,https://www.topuniversities.com/sites/default/files/universidad-autnoma-metropolitana-uam_592560cf2aeae70239af54af_small.jpg,Public,High,20,291.00,XL,2.83
Universidad de Castilla-La Mancha,2017,701,,https://www.topuniversities.com/universities/universidad-de-castilla-la-mancha,Spain,Ciudad Real,Europe,https://www.topuniversities.com/sites/default/files/universidad-de-castilla-la-mancha_1521_small.jpg,Public,High,13,1005.00,L,1798.00
Universidad de Guadalajara (UDG),2017,701,,https://www.topuniversities.com/universities/universidad-de-guadalajara-udg,Mexico,Guadalajara,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-guadalajara-udg_592560cf2aeae70239af5137_small.jpg,Public,High,12,536.00,XL,11.70
Universidad de La Habana,2017,701,,https://www.topuniversities.com/universities/universidad-de-la-habana,Cuba,Havana,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-la-habana_592560cf2aeae70239af54d1_small.jpg,Public,High,8,564.00,L,1.50
Universidad de la RepÃºblica (Udelar),2017,701,,https://www.topuniversities.com/universities/universidad-de-la-republica-udelar,Uruguay,Montevideo,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-la-repblica-udelar_592560cf2aeae70239af515e_small.jpg,Public,High,12,2.17,XL,6.41
Universidad de las AmÃ©ricas Puebla (UDLAP),2017,701,,https://www.topuniversities.com/universities/universidad-de-las-americas-puebla-udlap,Mexico,Cholula,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-las-amricas-puebla-udlap_2637_small.jpg,Private,Medium,10,429.00,M,600.00
Universidad de Los Andes - (ULA) MÃ©rida,2017,701,,https://www.topuniversities.com/universities/universidad-de-los-andes-ula-merida,Venezuela,Merida,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-los-andes-ula-mrida_592560cf2aeae70239af54d2_small.jpg,Public,Medium,12,468.00,L,2.09
Universidad de Monterrey (UDEM),2017,701,,https://www.topuniversities.com/universities/universidad-de-monterrey-udem,Mexico,San Pedro Garza GarcÃ­a,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-monterrey-udem_1724_small.jpg,Private,High,15,136.00,M,613.00
University of Murcia,2017,701,,https://www.topuniversities.com/universities/university-murcia,Spain,Murcia,Europe,https://www.topuniversities.com/sites/default/files/university-of-murcia_592560cf2aeae70239af4c29_small.jpg,Public,High,11,1.72,L,2.47
Universidad de Puerto Rico,2017,701,,https://www.topuniversities.com/universities/universidad-de-puerto-rico,Puerto Rico,San Juan,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-puerto-rico_592560cf2aeae70239af54dd_small.jpg,Public,High,18,448.00,XL,2688.00
Universidad San Francisco de Quito (USFQ),2017,701,,https://www.topuniversities.com/universities/universidad-san-francisco-de-quito-usfq,Ecuador,Quito,Latin America,https://www.topuniversities.com/sites/default/files/universidad-san-francisco-de-quito-usfq_592560cf2aeae70239af54e1_small.jpg,Private,Medium,11,159.00,M,815.00
Universidad de Talca,2017,701,,https://www.topuniversities.com/universities/universidad-de-talca,Chile,Talca,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-talca_592560cf2aeae70239af5129_small.jpg,Public,Very High,18,80.00,M,613.00
Universidad de ValparaÃ­so (UV),2017,701,,https://www.topuniversities.com/universities/universidad-de-valparaiso-uv,Chile,ValparaÃ­so,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-valparaso-uv_592560cf2aeae70239af54e3_small.jpg,Public,Medium,16,158.00,L,1014.00
Universidad del Norte ,2017,701,,https://www.topuniversities.com/universities/universidad-del-norte,Colombia,Barranquilla,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-norte-_592560cf2aeae70239af54ec_small.jpg,Private,Medium,15,80.00,L,846.00
Universidad del Rosario,2017,701,,https://www.topuniversities.com/universities/universidad-del-rosario,Colombia,BogotÃ¡,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-rosario_592560cf2aeae70239af514d_small.jpg,Private,Very High,13,119.00,M,857.00
Universidad del Valle,2017,701,,https://www.topuniversities.com/universities/universidad-del-valle,Colombia,Cali,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-valle_592560cf2aeae70239af54f0_small.jpg,Public,Medium,18,5.00,XL,1.83
Universidad Diego Portales (UDP),2017,701,,https://www.topuniversities.com/universities/universidad-diego-portales-udp,Chile,Santiago,Latin America,https://www.topuniversities.com/sites/default/files/universidad-diego-portales-udp_159_small.jpg,Private,Medium,16,483.00,L,1.10
Universidad Industrial de Santander - UIS,2017,701,,https://www.topuniversities.com/universities/universidad-industrial-de-santander-uis,Colombia,Bucaramanga,Latin America,https://www.topuniversities.com/sites/default/files/universidad-industrial-de-santander-uis_592560cf2aeae70239af54f6_small.jpg,Public,Medium,21,130.00,L,922.00
" ULACIT - Universidad Latinoamericana de Ciencia y TecnologÃ­a, Costa Rica",2017,701,,https://www.topuniversities.com/universities/ulacit-universidad-latinoamericana-de-ciencia-y-tecnologia-costa-rica,Costa Rica,San JosÃ©,Latin America,https://www.topuniversities.com/sites/default/files/-ulacit-universidad-latinoamericana-de-ciencia-y-tecnologa-costa-rica_592560cf2aeae70239af4dbb_small.jpg,Private,Low,14,,S,218.00
Universidad Metropolitana,2017,701,,https://www.topuniversities.com/universities/universidad-metropolitana,Venezuela,Caracas,Latin America,https://www.topuniversities.com/sites/default/files/universidad-metropolitana_400_small.jpg,Private,Low,20,41.00,M,275.00
Universidad Nacional Costa Rica,2017,701,,https://www.topuniversities.com/universities/universidad-nacional-costa-rica,Costa Rica,Heredia,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-costa-rica_592560cf2aeae70239af52c1_small.jpg,Public,Medium,14,418.00,L,1119.00
Universidad Nacional de Cuyo,2017,701,,https://www.topuniversities.com/universities/universidad-nacional-de-cuyo,Argentina,Mendoza,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-cuyo_592560cf2aeae70239af5124_small.jpg,Public,Medium,12,3781.00,XL,3064.00
Universidad Nacional de Mar del Plata,2017,701,,https://www.topuniversities.com/universities/universidad-nacional-de-mar-del-plata,Argentina,Mar del Plata,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-mar-del-plata_592560cf2aeae70239af5125_small.jpg,Public,High,21,,L,1001.00
Universidad Nacional de TucumÃ Â¡n,2017,701,,https://www.topuniversities.com/universities/universidad-nacional-de-tucuman,Argentina,San Miguel de TucumÃ¡n,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-tucumn_592560cf2aeae70239af5123_small.jpg,Public,Medium,28,,XL,1886.00
Universidad Nacional del Sur,2017,701,,https://www.topuniversities.com/universities/universidad-nacional-del-sur,Argentina,Bahia Blanca,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-del-sur_592560cf2aeae70239af550a_small.jpg,Public,Medium,12,,L,1526.00
Universidad Nacional Mayor de San Marcos,2017,701,,https://www.topuniversities.com/universities/universidad-nacional-mayor-de-san-marcos,Peru,Lima,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-mayor-de-san-marcos_592560cf2aeae70239af5158_small.jpg,Public,Medium,23,,XL,1.54
Universidad Panamericana (UP),2017,701,,https://www.topuniversities.com/universities/universidad-panamericana,Mexico,Mexico City,Latin America,https://www.topuniversities.com/sites/default/files/universidad-panamericana-up_592560cf2aeae70239af550d_small.jpg,Private,High,7,125.00,L,1.75
Universidad Peruana Cayetano Heredia (UPCH),2017,701,,https://www.topuniversities.com/universities/universidad-peruana-cayetano-heredia-upch,Peru,San Martin,Latin America,https://www.topuniversities.com/sites/default/files/universidad-peruana-cayetano-heredia-upch_592560cf2aeae70239af550f_small.jpg,Private,Very High,7,189.00,M,996.00
Universidad Rey Juan Carlos,2017,701,,https://www.topuniversities.com/universities/universidad-rey-juan-carlos,Spain,Madrid,Europe,https://www.topuniversities.com/sites/default/files/universidad-rey-juan-carlos_1517_small.jpg,Public,High,20,2999.00,XL,2150.00
Universidad SimÃ³n BolÃ­var (USB),2017,701,,https://www.topuniversities.com/universities/universidad-simon-bolivar-usb,Venezuela,Caracas,Latin America,https://www.topuniversities.com/sites/default/files/universidad-simn-bolvar-usb_592560cf2aeae70239af5515_small.jpg,Public,High,16,3.00,M,508.00
Universidad TÃ©cnica Federico Santa MarÃ­a (USM),2017,701,,https://www.topuniversities.com/universities/universidad-tecnica-federico-santa-maria-usm,Chile,ValparaÃ­so,Latin America,https://www.topuniversities.com/sites/default/files/universidad-tcnica-federico-santa-mara-usm_592560cf2aeae70239af52cb_small.jpg,Private,High,20,717.00,L,897.00
Universidad TecnolÃ³gica Nacional (UTN),2017,701,,https://www.topuniversities.com/universities/universidad-tecnologica-nacional-utn,Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/universidad-tecnolgica-nacional-utn_592560cf2aeae70239af5519_small.jpg,Public,High,9,837.00,XL,7.54
Universidade CatÃ³lica Portuguesa - UCP,2017,701,,https://www.topuniversities.com/universities/universidade-catolica-portuguesa-ucp,Portugal,Lisbon,Europe,https://www.topuniversities.com/sites/default/files/universidade-catlica-portuguesa-ucp_592560cf2aeae70239af4af1_small.jpg,Private,High,14,,M,776.00
Universidade da CoruÃ±a ,2017,701,,https://www.topuniversities.com/universities/universidade-da-coruna,Spain,A CoruÃ±a,Europe,https://www.topuniversities.com/sites/default/files/universidade-da-corua-_592560cf2aeae70239af5069_small.jpg,Public,Very High,11,693.00,L,1.28
Universidade do Estado do Rio de Janeiro (UERJ),2017,701,,https://www.topuniversities.com/universities/universidade-do-estado-do-rio-de-janeiro-uerj,Brazil,Rio de Janeiro,Latin America,https://www.topuniversities.com/sites/default/files/universidade-do-estado-do-rio-de-janeiro-uerj_592560cf2aeae70239af5525_small.jpg,Public,High,13,140.00,XL,2558.00
Universidade Estadual de Londrina,2017,701,,https://www.topuniversities.com/universities/universidade-estadual-de-londrina,Brazil,Londrina,Latin America,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-londrina_592560cf2aeae70239af5528_small.jpg,Public,High,14,117.00,L,1375.00
Universidade Federal da Bahia,2017,701,,https://www.topuniversities.com/universities/universidade-federal-da-bahia,Brazil,Salvador,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-da-bahia_592560cf2aeae70239af5146_small.jpg,Public,High,16,438.00,XL,2629.00
Universidade Federal de Santa Catarina ,2017,701,,https://www.topuniversities.com/universities/universidade-federal-de-santa-catarina,Brazil,FlorianÃ³polis,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-santa-catarina_2746_small.jpg,Public,Very High,11,593.00,XL,2.95
Universidade Federal de Santa Maria,2017,701,,https://www.topuniversities.com/universities/universidade-federal-de-santa-maria,Brazil,Frederico Westphalen,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-santa-maria_592560cf2aeae70239af553e_small.jpg,Public,High,15,195.00,L,1985.00
Universidade Federal de ViÃ§osa (UFV),2017,701,,https://www.topuniversities.com/universities/universidade-federal-de-vicosa-ufv,Brazil,ViÃ§osa,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-viosa-ufv_592560cf2aeae70239af5549_small.jpg,Public,High,14,289.00,L,1249.00
Universidade Federal do CearÃ¡ (UFC),2017,701,,https://www.topuniversities.com/universities/universidade-federal-do-ceara-ufc,Brazil,Fortaleza,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-do-cear-ufc_592560cf2aeae70239af5148_small.jpg,Public,High,16,310.00,XL,2098.00
Universidade Federal do ParanÃ¡ - UFPR,2017,701,,https://www.topuniversities.com/universities/universidade-federal-do-parana-ufpr,Brazil,Curitiba,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-do-paran-ufpr_1730_small.jpg,Public,High,11,91.00,XL,3.07
Universidade Federal de Pernambuco (UFPE) ,2017,701,,https://www.topuniversities.com/universities/universidade-federal-de-pernambuco-ufpe,Brazil,Recife,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-pernambuco-ufpe-_592560cf2aeae70239af5143_small.jpg,Public,High,12,216.00,XL,2.67
Universidade Federal Fluminense ,2017,701,,https://www.topuniversities.com/universities/universidade-federal-fluminense,Brazil,Rio de Janeiro,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-fluminense-_592560cf2aeae70239af5147_small.jpg,Public,High,18,799.00,XL,3203.00
Ca' Foscari University of Venice ,2017,701,,https://www.topuniversities.com/universities/ca-foscari-university-venice,Italy,Venice,Europe,https://www.topuniversities.com/sites/default/files/ca-foscari-university-of-venice_764_small.jpg,Public,Very High,23,1.33,L,753.00
Catania University,2017,701,,https://www.topuniversities.com/universities/catania-university,Italy,Catania,Europe,https://www.topuniversities.com/sites/default/files/catania-university_592560cf2aeae70239af4aeb_small.jpg,Public,Very High,21,230.00,L,1.23
Universita' degli Studi di Ferrara,2017,701,,https://www.topuniversities.com/universities/universita-degli-studi-di-ferrara,Italy,Ferrara,Europe,https://www.topuniversities.com/sites/default/files/universita-degli-studi-di-ferrara_592560cf2aeae70239af4ffd_small.jpg,Public,High,27,941.00,L,724.00
University of Genoa,2017,701,,https://www.topuniversities.com/universities/university-genoa,Italy,Genoa,Europe,https://www.topuniversities.com/sites/default/files/university-of-genoa_592560cf2aeae70239af4b62_small.jpg,Public,Very High,17,2.30,L,1.34
UniversitÃ  degli Studi di Perugia,2017,701,,https://www.topuniversities.com/universities/universita-degli-studi-di-perugia,Italy,Perugia,Europe,https://www.topuniversities.com/sites/default/files/universit-degli-studi-di-perugia_497_small.jpg,Public,Very High,24,1.45,L,1.03
University of Siena,2017,701,,https://www.topuniversities.com/universities/university-siena,Italy,Siena,Europe,https://www.topuniversities.com/sites/default/files/university-of-siena_561_small.jpg,Public,High,16,1.50,L,741.00
University of Trieste,2017,701,,https://www.topuniversities.com/universities/university-trieste,Italy,Trieste,Europe,https://www.topuniversities.com/sites/default/files/university-of-trieste_624_small.jpg,Public,High,22,1.29,L,736.00
UniversitÃ  degli studi Roma Tre,2017,701,,https://www.topuniversities.com/universities/universita-degli-studi-roma-tre,Italy,Rome,Europe,https://www.topuniversities.com/sites/default/files/universit-degli-studi-roma-tre_15002_small.jpg,Public,Very High,32,1679.00,XL,1063.00
University of Palermo,2017,701,,https://www.topuniversities.com/universities/university-palermo,Italy,Palermo,Europe,https://www.topuniversities.com/sites/default/files/university-of-palermo_592560cf2aeae70239af5347_small.jpg,Public,Very High,20,504.00,L,1.43
Universitas Muhammadiyah Surakarta,2017,701,,https://www.topuniversities.com/universities/universitas-muhammadiyah-surakarta,Indonesia,Surakarta,Asia,https://www.topuniversities.com/sites/default/files/universitas-muhammadiyah-surakarta_592560cf2aeae70239af4e39_small.jpg,Private,Medium,19,91.00,L,1479.00
UniversitÃ© Charles-de-Gaulle Lille 3,2017,701,,https://www.topuniversities.com/universities/universite-charles-de-gaulle-lille-3,France,,Europe,https://www.topuniversities.com/sites/default/files/universit-charles-de-gaulle-lille-3_592560cf2aeae70239af4bdd_small.jpg,Public,Medium,22,1179.00,L,823.00
UniversitÃ© de Caen Normandie,2017,701,,https://www.topuniversities.com/universities/universite-de-caen-basse-normandie,France,Caen,Europe,https://www.topuniversities.com/sites/default/files/universit-de-caen-basse-normandie_592560cf2aeae70239af4ad2_small.jpg,Public,High,19,1976.00,L,1535.00
UniversitÃ© de Cergy-Pontoise,2017,701,,https://www.topuniversities.com/universities/universite-de-cergy-pontoise,France,Cergy,Europe,https://www.topuniversities.com/sites/default/files/universit-de-cergy-pontoise_592560cf2aeae70239af51d5_small.jpg,Public,High,17,2578.00,L,1008.00
UniversitÃ© de Lorraine,2017,701,,https://www.topuniversities.com/universities/universite-de-lorraine,France,Nancy,Europe,https://www.topuniversities.com/sites/default/files/universit-de-lorraine_592560cf2aeae70239af4c2f_small.jpg,Public,Very High,18,10045.00,XL,3414.00
UniversitÃ© de Nantes,2017,701,,https://www.topuniversities.com/universities/universite-de-nantes,France,Nantes,Europe,https://www.topuniversities.com/sites/default/files/universit-de-nantes_592560cf2aeae70239af55c0_small.jpg,Public,Very High,18,3948.00,XL,2129.00
UniversitÃ© de Poitiers,2017,701,,https://www.topuniversities.com/universities/universite-de-poitiers,France,Poitiers,Europe,https://www.topuniversities.com/sites/default/files/universit-de-poitiers_592560cf2aeae70239af4fa2_small.jpg,Public,Very High,21,4200.00,L,1308.00
